Time, TOTAL poly_A,FREE poly_A,BOUND poly_A,TOTAL poly_B,FREE poly_B,BOUND poly_B,
0.0,160,160,0,160,160,0,
0.001000000000002041,160,60,100,160,56,104,
0.002000009999996102,160,47,113,160,41,119,
0.0030000099999901633,160,44,116,160,38,122,
0.0040000099999842244,160,44,116,160,43,117,
0.005000009999978286,160,49,111,160,42,118,
0.006000009999972347,160,38,122,160,41,119,
0.007000009999966408,160,41,119,160,36,124,
0.00800000999996047,160,43,117,160,39,121,
0.00900000999995453,160,39,121,160,35,125,
0.010000009999948592,160,42,118,160,42,118,
0.011000009999942653,160,42,118,160,41,119,
0.012000009999936714,160,49,111,160,40,120,
0.013000009999930775,160,43,117,160,39,121,
0.014000009999924836,160,43,117,160,38,122,
0.015000009999918898,160,41,119,160,35,125,
0.016000009999978013,160,41,119,160,45,115,
0.017000000000145545,160,45,115,160,37,123,
0.018000000000313078,160,53,107,160,41,119,
0.01900000000048061,160,35,125,160,37,123,
0.020000000000648145,160,39,121,160,33,127,
0.02100000000081568,160,42,118,160,33,127,
0.022000000000983212,160,35,125,160,34,126,
0.023000000001150746,160,43,117,160,39,121,
0.02400000000131828,160,34,126,160,26,134,
0.025000000001485813,160,51,109,160,38,122,
0.026000000001653346,160,37,123,160,38,122,
0.02700000000182088,160,47,113,160,40,120,
0.028000000001988413,160,34,126,160,31,129,
0.029000000002155947,160,35,125,160,34,126,
0.03000000000232348,160,34,126,160,38,122,
0.031000000002491014,160,34,126,160,39,121,
0.03200000000265855,160,54,106,160,48,112,
0.03300000000282608,160,44,116,160,40,120,
0.034000000002993615,160,37,123,160,33,127,
0.03500000000316115,160,41,119,160,29,131,
0.03600000000332868,160,45,115,160,33,127,
0.037000000003496215,160,39,121,160,44,116,
0.03800000000366375,160,39,121,160,40,120,
0.03900000000383128,160,40,120,160,42,118,
0.040000000003998816,160,38,122,160,41,119,
